# Region type : patch heater_to_fins
# Faces  :    241
# Area   :    1.550025e-04
# Time        	areaAverage(T)
2395          	3.092818e+02
2396          	3.092819e+02
2397          	3.092820e+02
2398          	3.092820e+02
2399          	3.092821e+02
2400          	3.092821e+02
2401          	3.092822e+02
2402          	3.092822e+02
2403          	3.092822e+02
2404          	3.092823e+02
2405          	3.092823e+02
2406          	3.092823e+02
2407          	3.092824e+02
2408          	3.092824e+02
2409          	3.092824e+02
2410          	3.092824e+02
2411          	3.092825e+02
2412          	3.092825e+02
2413          	3.092825e+02
2414          	3.092825e+02
2415          	3.092825e+02
2416          	3.092825e+02
2417          	3.092825e+02
2418          	3.092826e+02
2419          	3.092826e+02
2420          	3.092826e+02
2421          	3.092826e+02
2422          	3.092826e+02
2423          	3.092826e+02
2424          	3.092826e+02
2425          	3.092826e+02
2426          	3.092826e+02
2427          	3.092826e+02
2428          	3.092825e+02
2429          	3.092825e+02
2430          	3.092825e+02
2431          	3.092825e+02
2432          	3.092825e+02
2433          	3.092825e+02
2434          	3.092824e+02
2435          	3.092824e+02
2436          	3.092824e+02
2437          	3.092824e+02
2438          	3.092823e+02
2439          	3.092823e+02
2440          	3.092823e+02
2441          	3.092822e+02
2442          	3.092822e+02
2443          	3.092821e+02
2444          	3.092821e+02
2445          	3.092820e+02
2446          	3.092820e+02
2447          	3.092819e+02
2448          	3.092819e+02
2449          	3.092818e+02
2450          	3.092818e+02
2451          	3.092817e+02
2452          	3.092817e+02
2453          	3.092816e+02
2454          	3.092816e+02
2455          	3.092815e+02
2456          	3.092815e+02
2457          	3.092814e+02
2458          	3.092814e+02
2459          	3.092813e+02
2460          	3.092812e+02
2461          	3.092812e+02
2462          	3.092812e+02
2463          	3.092811e+02
2464          	3.092811e+02
2465          	3.092810e+02
2466          	3.092810e+02
2467          	3.092809e+02
2468          	3.092809e+02
2469          	3.092808e+02
2470          	3.092808e+02
2471          	3.092808e+02
2472          	3.092807e+02
2473          	3.092807e+02
2474          	3.092806e+02
2475          	3.092806e+02
2476          	3.092806e+02
2477          	3.092805e+02
2478          	3.092805e+02
2479          	3.092804e+02
2480          	3.092804e+02
2481          	3.092804e+02
2482          	3.092803e+02
2483          	3.092803e+02
2484          	3.092802e+02
2485          	3.092802e+02
2486          	3.092802e+02
2487          	3.092801e+02
2488          	3.092801e+02
2489          	3.092800e+02
2490          	3.092800e+02
2491          	3.092800e+02
2492          	3.092799e+02
2493          	3.092799e+02
2494          	3.092799e+02
2495          	3.092798e+02
2496          	3.092798e+02
2497          	3.092798e+02
2498          	3.092797e+02
2499          	3.092797e+02
2500          	3.092797e+02
2501          	3.092796e+02
2502          	3.092796e+02
2503          	3.092795e+02
2504          	3.092795e+02
2505          	3.092795e+02
2506          	3.092794e+02
2507          	3.092794e+02
2508          	3.092794e+02
2509          	3.092793e+02
2510          	3.092793e+02
2511          	3.092793e+02
2512          	3.092792e+02
2513          	3.092792e+02
2514          	3.092792e+02
2515          	3.092791e+02
2516          	3.092791e+02
2517          	3.092791e+02
2518          	3.092790e+02
2519          	3.092790e+02
2520          	3.092790e+02
2521          	3.092790e+02
2522          	3.092789e+02
2523          	3.092789e+02
2524          	3.092789e+02
2525          	3.092789e+02
2526          	3.092788e+02
2527          	3.092788e+02
2528          	3.092788e+02
2529          	3.092788e+02
2530          	3.092788e+02
2531          	3.092788e+02
2532          	3.092787e+02
2533          	3.092787e+02
2534          	3.092787e+02
2535          	3.092787e+02
2536          	3.092787e+02
2537          	3.092787e+02
2538          	3.092787e+02
2539          	3.092787e+02
2540          	3.092787e+02
2541          	3.092787e+02
2542          	3.092787e+02
2543          	3.092787e+02
2544          	3.092787e+02
2545          	3.092787e+02
2546          	3.092787e+02
2547          	3.092787e+02
2548          	3.092787e+02
2549          	3.092787e+02
2550          	3.092786e+02
2551          	3.092786e+02
2552          	3.092786e+02
2553          	3.092786e+02
2554          	3.092786e+02
2555          	3.092786e+02
2556          	3.092786e+02
2557          	3.092786e+02
2558          	3.092786e+02
2559          	3.092786e+02
2560          	3.092787e+02
2561          	3.092787e+02
2562          	3.092787e+02
2563          	3.092787e+02
2564          	3.092787e+02
2565          	3.092787e+02
2566          	3.092788e+02
2567          	3.092788e+02
2568          	3.092788e+02
2569          	3.092788e+02
2570          	3.092789e+02
2571          	3.092789e+02
2572          	3.092789e+02
2573          	3.092790e+02
2574          	3.092790e+02
2575          	3.092791e+02
2576          	3.092791e+02
2577          	3.092792e+02
2578          	3.092792e+02
2579          	3.092793e+02
2580          	3.092793e+02
2581          	3.092794e+02
2582          	3.092794e+02
2583          	3.092795e+02
2584          	3.092795e+02
2585          	3.092796e+02
2586          	3.092797e+02
2587          	3.092797e+02
2588          	3.092798e+02
2589          	3.092799e+02
2590          	3.092799e+02
2591          	3.092800e+02
2592          	3.092801e+02
2593          	3.092802e+02
2594          	3.092802e+02
2595          	3.092803e+02
2596          	3.092804e+02
2597          	3.092804e+02
2598          	3.092805e+02
2599          	3.092806e+02
2600          	3.092807e+02
2601          	3.092807e+02
2602          	3.092808e+02
2603          	3.092809e+02
2604          	3.092810e+02
2605          	3.092810e+02
2606          	3.092811e+02
2607          	3.092812e+02
2608          	3.092812e+02
2609          	3.092813e+02
2610          	3.092814e+02
2611          	3.092815e+02
2612          	3.092815e+02
2613          	3.092816e+02
2614          	3.092817e+02
2615          	3.092817e+02
2616          	3.092818e+02
2617          	3.092819e+02
2618          	3.092819e+02
2619          	3.092820e+02
2620          	3.092821e+02
2621          	3.092821e+02
2622          	3.092822e+02
2623          	3.092822e+02
2624          	3.092823e+02
2625          	3.092824e+02
2626          	3.092824e+02
2627          	3.092825e+02
2628          	3.092826e+02
2629          	3.092826e+02
2630          	3.092827e+02
2631          	3.092828e+02
2632          	3.092828e+02
2633          	3.092829e+02
2634          	3.092830e+02
2635          	3.092830e+02
2636          	3.092831e+02
2637          	3.092832e+02
2638          	3.092833e+02
2639          	3.092833e+02
2640          	3.092834e+02
2641          	3.092835e+02
2642          	3.092835e+02
2643          	3.092836e+02
2644          	3.092837e+02
2645          	3.092838e+02
2646          	3.092838e+02
2647          	3.092839e+02
2648          	3.092840e+02
2649          	3.092841e+02
2650          	3.092842e+02
2651          	3.092843e+02
2652          	3.092843e+02
2653          	3.092844e+02
2654          	3.092845e+02
2655          	3.092846e+02
2656          	3.092847e+02
2657          	3.092848e+02
2658          	3.092848e+02
2659          	3.092849e+02
2660          	3.092850e+02
2661          	3.092851e+02
2662          	3.092852e+02
2663          	3.092853e+02
2664          	3.092853e+02
2665          	3.092854e+02
2666          	3.092855e+02
2667          	3.092856e+02
2668          	3.092856e+02
2669          	3.092857e+02
2670          	3.092858e+02
2671          	3.092859e+02
2672          	3.092859e+02
2673          	3.092860e+02
2674          	3.092861e+02
2675          	3.092861e+02
2676          	3.092862e+02
2677          	3.092862e+02
2678          	3.092863e+02
2679          	3.092864e+02
2680          	3.092864e+02
2681          	3.092865e+02
2682          	3.092865e+02
2683          	3.092866e+02
2684          	3.092866e+02
2685          	3.092866e+02
2686          	3.092867e+02
2687          	3.092867e+02
2688          	3.092868e+02
2689          	3.092868e+02
2690          	3.092868e+02
2691          	3.092869e+02
2692          	3.092869e+02
2693          	3.092869e+02
2694          	3.092869e+02
2695          	3.092870e+02
2696          	3.092870e+02
2697          	3.092870e+02
2698          	3.092870e+02
2699          	3.092870e+02
2700          	3.092870e+02
2701          	3.092870e+02
2702          	3.092870e+02
2703          	3.092871e+02
2704          	3.092871e+02
2705          	3.092871e+02
2706          	3.092871e+02
2707          	3.092870e+02
2708          	3.092870e+02
2709          	3.092870e+02
2710          	3.092870e+02
2711          	3.092870e+02
2712          	3.092870e+02
2713          	3.092870e+02
2714          	3.092870e+02
2715          	3.092869e+02
2716          	3.092869e+02
2717          	3.092869e+02
2718          	3.092869e+02
2719          	3.092868e+02
2720          	3.092868e+02
2721          	3.092868e+02
2722          	3.092868e+02
2723          	3.092868e+02
2724          	3.092867e+02
2725          	3.092867e+02
2726          	3.092867e+02
2727          	3.092867e+02
2728          	3.092867e+02
2729          	3.092866e+02
2730          	3.092866e+02
2731          	3.092866e+02
2732          	3.092866e+02
2733          	3.092866e+02
2734          	3.092866e+02
2735          	3.092866e+02
2736          	3.092866e+02
2737          	3.092866e+02
2738          	3.092866e+02
2739          	3.092866e+02
2740          	3.092867e+02
2741          	3.092867e+02
2742          	3.092867e+02
2743          	3.092867e+02
2744          	3.092868e+02
2745          	3.092868e+02
2746          	3.092869e+02
2747          	3.092869e+02
2748          	3.092869e+02
2749          	3.092870e+02
2750          	3.092870e+02
2751          	3.092871e+02
2752          	3.092872e+02
2753          	3.092872e+02
2754          	3.092873e+02
2755          	3.092873e+02
2756          	3.092874e+02
2757          	3.092875e+02
2758          	3.092876e+02
2759          	3.092876e+02
2760          	3.092877e+02
2761          	3.092878e+02
2762          	3.092879e+02
2763          	3.092879e+02
2764          	3.092880e+02
2765          	3.092881e+02
2766          	3.092882e+02
2767          	3.092883e+02
2768          	3.092883e+02
2769          	3.092884e+02
2770          	3.092885e+02
2771          	3.092886e+02
2772          	3.092886e+02
2773          	3.092887e+02
2774          	3.092888e+02
2775          	3.092889e+02
2776          	3.092889e+02
2777          	3.092890e+02
2778          	3.092891e+02
2779          	3.092891e+02
2780          	3.092892e+02
2781          	3.092892e+02
2782          	3.092893e+02
2783          	3.092893e+02
2784          	3.092894e+02
2785          	3.092894e+02
2786          	3.092895e+02
2787          	3.092895e+02
2788          	3.092896e+02
2789          	3.092896e+02
2790          	3.092897e+02
2791          	3.092897e+02
2792          	3.092898e+02
2793          	3.092898e+02
2794          	3.092899e+02
2795          	3.092899e+02
2796          	3.092900e+02
2797          	3.092900e+02
2798          	3.092900e+02
2799          	3.092901e+02
2800          	3.092901e+02
2801          	3.092902e+02
2802          	3.092902e+02
2803          	3.092903e+02
2804          	3.092903e+02
2805          	3.092903e+02
2806          	3.092904e+02
2807          	3.092904e+02
2808          	3.092905e+02
2809          	3.092905e+02
2810          	3.092905e+02
2811          	3.092906e+02
2812          	3.092906e+02
2813          	3.092907e+02
2814          	3.092907e+02
2815          	3.092907e+02
2816          	3.092908e+02
2817          	3.092908e+02
2818          	3.092908e+02
2819          	3.092909e+02
2820          	3.092909e+02
2821          	3.092909e+02
2822          	3.092910e+02
2823          	3.092910e+02
2824          	3.092910e+02
2825          	3.092911e+02
2826          	3.092911e+02
2827          	3.092911e+02
2828          	3.092912e+02
2829          	3.092912e+02
2830          	3.092912e+02
2831          	3.092913e+02
2832          	3.092913e+02
2833          	3.092913e+02
2834          	3.092913e+02
2835          	3.092914e+02
2836          	3.092914e+02
2837          	3.092914e+02
2838          	3.092914e+02
2839          	3.092914e+02
2840          	3.092915e+02
2841          	3.092915e+02
2842          	3.092915e+02
2843          	3.092915e+02
2844          	3.092915e+02
2845          	3.092916e+02
2846          	3.092916e+02
2847          	3.092916e+02
2848          	3.092916e+02
2849          	3.092916e+02
2850          	3.092916e+02
2851          	3.092916e+02
2852          	3.092916e+02
2853          	3.092916e+02
2854          	3.092916e+02
2855          	3.092916e+02
2856          	3.092916e+02
2857          	3.092916e+02
2858          	3.092916e+02
2859          	3.092916e+02
2860          	3.092916e+02
2861          	3.092915e+02
2862          	3.092915e+02
2863          	3.092915e+02
2864          	3.092914e+02
2865          	3.092914e+02
2866          	3.092914e+02
2867          	3.092913e+02
2868          	3.092913e+02
2869          	3.092912e+02
2870          	3.092912e+02
2871          	3.092911e+02
2872          	3.092910e+02
2873          	3.092910e+02
2874          	3.092909e+02
2875          	3.092908e+02
2876          	3.092907e+02
2877          	3.092906e+02
2878          	3.092906e+02
2879          	3.092905e+02
2880          	3.092904e+02
2881          	3.092903e+02
2882          	3.092902e+02
2883          	3.092901e+02
2884          	3.092900e+02
2885          	3.092899e+02
2886          	3.092898e+02
2887          	3.092897e+02
2888          	3.092896e+02
2889          	3.092895e+02
2890          	3.092894e+02
2891          	3.092894e+02
2892          	3.092893e+02
2893          	3.092892e+02
2894          	3.092891e+02
2895          	3.092890e+02
2896          	3.092889e+02
2897          	3.092888e+02
2898          	3.092887e+02
2899          	3.092886e+02
2900          	3.092886e+02
2901          	3.092885e+02
2902          	3.092884e+02
2903          	3.092883e+02
2904          	3.092882e+02
2905          	3.092882e+02
2906          	3.092881e+02
2907          	3.092880e+02
2908          	3.092880e+02
2909          	3.092879e+02
2910          	3.092879e+02
2911          	3.092878e+02
2912          	3.092878e+02
2913          	3.092877e+02
2914          	3.092877e+02
2915          	3.092877e+02
2916          	3.092876e+02
2917          	3.092876e+02
2918          	3.092876e+02
2919          	3.092876e+02
2920          	3.092875e+02
2921          	3.092875e+02
2922          	3.092875e+02
2923          	3.092875e+02
2924          	3.092875e+02
2925          	3.092875e+02
2926          	3.092876e+02
2927          	3.092876e+02
2928          	3.092876e+02
2929          	3.092876e+02
2930          	3.092877e+02
2931          	3.092877e+02
2932          	3.092878e+02
2933          	3.092878e+02
2934          	3.092879e+02
2935          	3.092879e+02
2936          	3.092880e+02
2937          	3.092880e+02
2938          	3.092881e+02
2939          	3.092882e+02
2940          	3.092883e+02
2941          	3.092884e+02
2942          	3.092884e+02
2943          	3.092885e+02
2944          	3.092886e+02
2945          	3.092887e+02
2946          	3.092888e+02
2947          	3.092889e+02
2948          	3.092890e+02
2949          	3.092891e+02
2950          	3.092892e+02
2951          	3.092893e+02
2952          	3.092895e+02
2953          	3.092896e+02
2954          	3.092897e+02
2955          	3.092898e+02
2956          	3.092899e+02
2957          	3.092900e+02
2958          	3.092902e+02
2959          	3.092903e+02
2960          	3.092904e+02
2961          	3.092905e+02
2962          	3.092906e+02
2963          	3.092907e+02
2964          	3.092908e+02
2965          	3.092909e+02
2966          	3.092910e+02
2967          	3.092911e+02
2968          	3.092913e+02
2969          	3.092914e+02
2970          	3.092915e+02
2971          	3.092915e+02
2972          	3.092916e+02
2973          	3.092917e+02
2974          	3.092918e+02
2975          	3.092919e+02
2976          	3.092920e+02
2977          	3.092921e+02
2978          	3.092922e+02
2979          	3.092922e+02
2980          	3.092923e+02
2981          	3.092924e+02
2982          	3.092925e+02
2983          	3.092925e+02
2984          	3.092926e+02
2985          	3.092927e+02
2986          	3.092927e+02
2987          	3.092928e+02
2988          	3.092929e+02
2989          	3.092929e+02
2990          	3.092930e+02
2991          	3.092930e+02
2992          	3.092931e+02
2993          	3.092931e+02
2994          	3.092932e+02
2995          	3.092932e+02
2996          	3.092933e+02
2997          	3.092933e+02
2998          	3.092934e+02
2999          	3.092934e+02
3000          	3.092935e+02
