# Region      : all 
# Cells       : 298902
# Volume      : 2.872800e-05
# Time        	max(T)
1156          	3.095498e+02
1157          	3.095497e+02
1158          	3.095496e+02
1159          	3.095495e+02
1160          	3.095494e+02
1161          	3.095493e+02
1162          	3.095492e+02
1163          	3.095491e+02
1164          	3.095490e+02
1165          	3.095489e+02
1166          	3.095487e+02
1167          	3.095486e+02
1168          	3.095485e+02
1169          	3.095484e+02
1170          	3.095483e+02
1171          	3.095481e+02
1172          	3.095480e+02
1173          	3.095479e+02
1174          	3.095478e+02
1175          	3.095477e+02
1176          	3.095475e+02
1177          	3.095474e+02
1178          	3.095473e+02
1179          	3.095472e+02
1180          	3.095471e+02
1181          	3.095470e+02
1182          	3.095469e+02
1183          	3.095468e+02
1184          	3.095466e+02
1185          	3.095465e+02
1186          	3.095464e+02
1187          	3.095463e+02
1188          	3.095462e+02
1189          	3.095461e+02
1190          	3.095460e+02
1191          	3.095459e+02
1192          	3.095458e+02
1193          	3.095458e+02
1194          	3.095457e+02
1195          	3.095456e+02
1196          	3.095455e+02
1197          	3.095454e+02
1198          	3.095454e+02
1199          	3.095453e+02
1200          	3.095452e+02
1201          	3.095452e+02
1202          	3.095451e+02
1203          	3.095451e+02
1204          	3.095450e+02
1205          	3.095450e+02
1206          	3.095450e+02
1207          	3.095449e+02
1208          	3.095449e+02
1209          	3.095449e+02
1210          	3.095449e+02
1211          	3.095449e+02
1212          	3.095449e+02
1213          	3.095449e+02
1214          	3.095449e+02
1215          	3.095449e+02
1216          	3.095449e+02
1217          	3.095449e+02
1218          	3.095450e+02
1219          	3.095450e+02
1220          	3.095451e+02
1221          	3.095451e+02
1222          	3.095452e+02
1223          	3.095453e+02
1224          	3.095453e+02
1225          	3.095454e+02
1226          	3.095455e+02
1227          	3.095456e+02
1228          	3.095457e+02
