# Region      : all 
# Cells       : 298902
# Volume      : 2.872800e-05
# Time        	volAverage(T)
854           	3.068035e+02
855           	3.068040e+02
856           	3.068044e+02
857           	3.068049e+02
858           	3.068053e+02
859           	3.068058e+02
860           	3.068062e+02
861           	3.068067e+02
862           	3.068071e+02
863           	3.068075e+02
864           	3.068080e+02
865           	3.068084e+02
866           	3.068088e+02
867           	3.068092e+02
868           	3.068097e+02
869           	3.068101e+02
870           	3.068105e+02
871           	3.068109e+02
872           	3.068114e+02
873           	3.068118e+02
874           	3.068122e+02
875           	3.068126e+02
876           	3.068130e+02
877           	3.068135e+02
878           	3.068139e+02
879           	3.068143e+02
880           	3.068147e+02
881           	3.068151e+02
882           	3.068155e+02
883           	3.068159e+02
884           	3.068163e+02
885           	3.068168e+02
886           	3.068172e+02
887           	3.068176e+02
888           	3.068180e+02
889           	3.068184e+02
890           	3.068188e+02
891           	3.068192e+02
892           	3.068196e+02
893           	3.068200e+02
894           	3.068204e+02
895           	3.068208e+02
896           	3.068212e+02
897           	3.068216e+02
898           	3.068220e+02
899           	3.068224e+02
900           	3.068228e+02
901           	3.068232e+02
902           	3.068236e+02
903           	3.068240e+02
904           	3.068244e+02
905           	3.068247e+02
906           	3.068251e+02
907           	3.068255e+02
908           	3.068259e+02
909           	3.068262e+02
910           	3.068266e+02
911           	3.068270e+02
912           	3.068273e+02
913           	3.068277e+02
914           	3.068280e+02
915           	3.068283e+02
916           	3.068287e+02
917           	3.068290e+02
918           	3.068293e+02
919           	3.068296e+02
920           	3.068300e+02
921           	3.068303e+02
922           	3.068306e+02
923           	3.068309e+02
924           	3.068312e+02
925           	3.068315e+02
926           	3.068317e+02
927           	3.068320e+02
928           	3.068323e+02
929           	3.068326e+02
930           	3.068328e+02
931           	3.068331e+02
932           	3.068334e+02
933           	3.068336e+02
934           	3.068339e+02
935           	3.068341e+02
936           	3.068343e+02
937           	3.068346e+02
938           	3.068348e+02
939           	3.068350e+02
940           	3.068353e+02
941           	3.068355e+02
942           	3.068357e+02
943           	3.068359e+02
944           	3.068361e+02
945           	3.068363e+02
946           	3.068365e+02
947           	3.068367e+02
948           	3.068369e+02
949           	3.068371e+02
950           	3.068372e+02
951           	3.068374e+02
952           	3.068376e+02
953           	3.068378e+02
954           	3.068379e+02
955           	3.068381e+02
956           	3.068382e+02
957           	3.068384e+02
958           	3.068386e+02
959           	3.068387e+02
960           	3.068389e+02
961           	3.068390e+02
962           	3.068392e+02
963           	3.068393e+02
964           	3.068395e+02
965           	3.068396e+02
966           	3.068398e+02
967           	3.068400e+02
968           	3.068401e+02
969           	3.068403e+02
970           	3.068404e+02
971           	3.068406e+02
972           	3.068407e+02
973           	3.068409e+02
974           	3.068410e+02
975           	3.068412e+02
976           	3.068414e+02
977           	3.068415e+02
978           	3.068417e+02
979           	3.068418e+02
980           	3.068420e+02
981           	3.068421e+02
982           	3.068423e+02
983           	3.068425e+02
984           	3.068426e+02
985           	3.068428e+02
986           	3.068430e+02
987           	3.068431e+02
988           	3.068433e+02
989           	3.068434e+02
990           	3.068436e+02
991           	3.068438e+02
992           	3.068439e+02
993           	3.068441e+02
994           	3.068443e+02
995           	3.068444e+02
996           	3.068446e+02
997           	3.068448e+02
998           	3.068450e+02
999           	3.068451e+02
1000          	3.068453e+02
1001          	3.068455e+02
1002          	3.068457e+02
1003          	3.068458e+02
1004          	3.068460e+02
1005          	3.068462e+02
1006          	3.068464e+02
1007          	3.068466e+02
1008          	3.068468e+02
1009          	3.068470e+02
1010          	3.068472e+02
1011          	3.068473e+02
1012          	3.068475e+02
1013          	3.068477e+02
1014          	3.068479e+02
1015          	3.068481e+02
1016          	3.068483e+02
1017          	3.068485e+02
1018          	3.068487e+02
1019          	3.068489e+02
1020          	3.068491e+02
1021          	3.068493e+02
1022          	3.068496e+02
1023          	3.068498e+02
1024          	3.068500e+02
1025          	3.068502e+02
1026          	3.068504e+02
1027          	3.068506e+02
1028          	3.068508e+02
1029          	3.068511e+02
1030          	3.068513e+02
1031          	3.068515e+02
1032          	3.068517e+02
1033          	3.068520e+02
1034          	3.068522e+02
1035          	3.068524e+02
1036          	3.068527e+02
1037          	3.068529e+02
1038          	3.068531e+02
1039          	3.068534e+02
1040          	3.068536e+02
1041          	3.068538e+02
1042          	3.068541e+02
1043          	3.068543e+02
1044          	3.068546e+02
1045          	3.068548e+02
1046          	3.068551e+02
1047          	3.068553e+02
1048          	3.068556e+02
1049          	3.068558e+02
1050          	3.068561e+02
1051          	3.068564e+02
1052          	3.068566e+02
1053          	3.068569e+02
1054          	3.068571e+02
1055          	3.068574e+02
1056          	3.068576e+02
1057          	3.068579e+02
1058          	3.068581e+02
1059          	3.068584e+02
1060          	3.068587e+02
1061          	3.068589e+02
1062          	3.068592e+02
1063          	3.068594e+02
1064          	3.068597e+02
1065          	3.068599e+02
1066          	3.068602e+02
1067          	3.068604e+02
1068          	3.068607e+02
1069          	3.068609e+02
1070          	3.068612e+02
1071          	3.068614e+02
1072          	3.068616e+02
1073          	3.068619e+02
1074          	3.068621e+02
1075          	3.068623e+02
1076          	3.068626e+02
1077          	3.068628e+02
1078          	3.068630e+02
1079          	3.068633e+02
1080          	3.068635e+02
1081          	3.068637e+02
1082          	3.068639e+02
1083          	3.068641e+02
1084          	3.068644e+02
1085          	3.068646e+02
1086          	3.068648e+02
1087          	3.068650e+02
1088          	3.068652e+02
1089          	3.068654e+02
1090          	3.068656e+02
1091          	3.068659e+02
1092          	3.068660e+02
1093          	3.068663e+02
1094          	3.068665e+02
1095          	3.068667e+02
1096          	3.068669e+02
1097          	3.068671e+02
1098          	3.068673e+02
1099          	3.068675e+02
1100          	3.068677e+02
1101          	3.068679e+02
1102          	3.068680e+02
1103          	3.068682e+02
1104          	3.068684e+02
1105          	3.068686e+02
1106          	3.068688e+02
1107          	3.068689e+02
1108          	3.068691e+02
1109          	3.068693e+02
1110          	3.068694e+02
1111          	3.068696e+02
1112          	3.068697e+02
1113          	3.068698e+02
1114          	3.068700e+02
1115          	3.068701e+02
1116          	3.068702e+02
1117          	3.068703e+02
1118          	3.068704e+02
1119          	3.068705e+02
1120          	3.068706e+02
1121          	3.068707e+02
1122          	3.068708e+02
1123          	3.068708e+02
1124          	3.068709e+02
1125          	3.068709e+02
1126          	3.068710e+02
1127          	3.068710e+02
1128          	3.068710e+02
1129          	3.068711e+02
1130          	3.068711e+02
1131          	3.068711e+02
1132          	3.068711e+02
1133          	3.068711e+02
1134          	3.068711e+02
1135          	3.068711e+02
1136          	3.068710e+02
1137          	3.068710e+02
1138          	3.068709e+02
1139          	3.068709e+02
1140          	3.068709e+02
1141          	3.068708e+02
1142          	3.068708e+02
1143          	3.068707e+02
1144          	3.068706e+02
1145          	3.068706e+02
1146          	3.068705e+02
1147          	3.068704e+02
1148          	3.068703e+02
1149          	3.068702e+02
1150          	3.068701e+02
1151          	3.068701e+02
1152          	3.068700e+02
1153          	3.068699e+02
1154          	3.068698e+02
1155          	3.068697e+02
1156          	3.068696e+02
1157          	3.068695e+02
1158          	3.068694e+02
1159          	3.068693e+02
1160          	3.068692e+02
1161          	3.068691e+02
1162          	3.068690e+02
1163          	3.068689e+02
1164          	3.068688e+02
1165          	3.068686e+02
1166          	3.068685e+02
1167          	3.068684e+02
1168          	3.068683e+02
1169          	3.068682e+02
1170          	3.068681e+02
1171          	3.068680e+02
1172          	3.068679e+02
1173          	3.068678e+02
1174          	3.068676e+02
1175          	3.068675e+02
1176          	3.068674e+02
1177          	3.068673e+02
1178          	3.068672e+02
1179          	3.068671e+02
1180          	3.068670e+02
1181          	3.068669e+02
1182          	3.068668e+02
1183          	3.068667e+02
1184          	3.068667e+02
1185          	3.068666e+02
1186          	3.068665e+02
1187          	3.068664e+02
1188          	3.068663e+02
1189          	3.068662e+02
1190          	3.068661e+02
1191          	3.068661e+02
1192          	3.068660e+02
1193          	3.068659e+02
1194          	3.068659e+02
1195          	3.068658e+02
1196          	3.068658e+02
1197          	3.068657e+02
1198          	3.068657e+02
1199          	3.068656e+02
1200          	3.068656e+02
1201          	3.068655e+02
1202          	3.068655e+02
1203          	3.068655e+02
1204          	3.068655e+02
1205          	3.068655e+02
1206          	3.068654e+02
1207          	3.068654e+02
1208          	3.068654e+02
1209          	3.068654e+02
1210          	3.068655e+02
1211          	3.068655e+02
1212          	3.068655e+02
1213          	3.068656e+02
1214          	3.068656e+02
1215          	3.068657e+02
1216          	3.068657e+02
1217          	3.068658e+02
1218          	3.068658e+02
1219          	3.068659e+02
1220          	3.068660e+02
1221          	3.068661e+02
1222          	3.068662e+02
1223          	3.068663e+02
1224          	3.068664e+02
1225          	3.068665e+02
1226          	3.068667e+02
1227          	3.068668e+02
1228          	3.068669e+02
1229          	3.068671e+02
1230          	3.068672e+02
1231          	3.068673e+02
1232          	3.068675e+02
1233          	3.068676e+02
1234          	3.068678e+02
1235          	3.068679e+02
1236          	3.068681e+02
1237          	3.068683e+02
1238          	3.068684e+02
